Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Old_Dialogue_ID,Old_Utterance_ID,Season,Episode,StartTime,EndTime
"Hey uh, have you guys scene Chandler?",Joey,neutral,neutral,640,1,314,11,6,25,"00:03:17,530","00:03:20,365"
"Wh—no, but y’know who did stop in here looking for ya, Tennille.",Rachel,neutral,neutral,640,2,314,12,6,25,"00:03:23,953","00:03:28,081"
Remember that guy from cooking school I told you about that put cilantro with everything?,Monica,neutral,neutral,641,0,315,0,4,9,"00:01:38,056","00:01:41,308"
"Oh sure, Cilantro Larry.",Phoebe,neutral,neutral,641,1,315,1,4,9,"00:01:41,476","00:01:43,310"
"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",Monica,joy,positive,641,2,315,2,4,9,"00:01:44,145","00:01:47,606"
"Wow, Monica! What an amazing opportunity to influence… dozens of people.",Monica,joy,positive,641,3,315,3,4,9,"00:01:47,774","00:01:54,321"
"How could you say yes, what about our catering business?",Phoebe,anger,negative,641,4,315,4,4,9,"00:01:56,950","00:01:59,159"
"Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a",Monica,neutral,neutral,641,5,315,5,4,9,"00:01:59,327","00:02:03,956"
"Oh, in that case——Yay!  That was me hopping on board.",Phoebe,joy,positive,641,6,315,7,4,9,"00:02:05,458","00:02:13,006"
Oh.,Monica,joy,positive,641,7,315,8,4,9,"00:02:12,000","00:02:13,006"
"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",Monica,joy,positive,642,0,315,2,4,9,"00:01:44,145","00:01:47,606"
"Wow, Monica! What an amazing opportunity to influence… dozens of people.",Monica,joy,positive,642,1,315,3,4,9,"00:01:47,774","00:01:54,321"
"Oh no-no-no, it’s only one night a week, and plus I get to take all of you out for a",Monica,neutral,neutral,642,2,315,5,4,9,"00:01:59,327","00:02:03,956"
Yay!!,All,joy,positive,642,3,315,6,4,9,"00:02:04,124","00:02:05,290"
Yay!!,All,joy,positive,643,0,315,6,4,9,"00:02:04,124","00:02:05,290"
"Oh, in that case——Yay!  That was me hopping on board.",Phoebe,joy,positive,643,1,315,7,4,9,"00:02:05,458","00:02:13,006"
"Well, I’m gonna fill in for him as food critic for the Chelsea Reporter.",Monica,joy,positive,644,0,315,2,4,9,"00:01:44,145","00:01:47,606"
"Wow, Monica! What an amazing opportunity to influence… dozens of people.",Monica,joy,positive,644,1,315,3,4,9,"00:01:47,774","00:01:54,321"
Oh.,Monica,joy,positive,644,2,315,8,4,9,"00:02:12,000","00:02:13,006"
"Hey, you guys! Hey, Ross, quick question for ya. Are you ready to party?",Chandler,joy,positive,644,3,315,9,4,9,"00:02:13,883","00:02:19,680"
Hello.,Joey,neutral,neutral,645,0,316,0,4,8,"00:00:04,379","00:00:05,421"
"Hey, it’s me.",Chandler,neutral,neutral,645,1,316,1,4,8,"00:00:05,588","00:00:07,000"
"I know you can’t stand to be in the same room as me, so I just thought I’d try and apologize over the phone.",Chandler,sadness,negative,645,2,316,2,4,8,"00:00:05,588","00:00:11,552"
Hello.,Joey,neutral,neutral,645,3,316,3,4,8,"00:00:16,516","00:00:18,100"
"Look I never should have kissed your girlfriend, but I’m",Chandler,fear,negative,645,4,316,4,4,8,"00:00:19,019","00:00:22,187"
Stop callin’!!,Joey,anger,negative,645,5,316,5,4,8,"00:00:26,067","00:00:27,109"
Stop callin’!!,Joey,anger,negative,646,0,316,5,4,8,"00:00:26,067","00:00:27,109"
"Hey! Hey! Hey! This is 92.3, WXRK, K-Rock for our $1,000 daily challenge.",Voice,joy,positive,646,1,316,6,4,8,"00:00:27,277","00:00:34,283"
All right!,Joey,neutral,neutral,646,2,316,7,4,8,"00:00:34,451","00:00:35,701"
"What is the name of your roommate who is very, very sorry and would do anything",Voice,neutral,neutral,646,3,316,8,4,8,"00:00:35,869","00:00:41,874"
Joseph Francis Tribbiani are you home yet?!!,Phoebe,neutral,neutral,647,0,317,0,7,11,"00:03:26,247","00:03:30,375"
"Umm, I think he’s still out. What’s wrong?",Rachel,joy,positive,647,1,317,1,7,11,"00:03:30,543","00:03:32,586"
"Well, I’ll tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",Phoebe,neutral,neutral,647,2,317,2,7,11,"00:03:32,754","00:03:38,342"
"""Pheebs, can’t make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?",Rachel,anger,negative,647,3,317,3,7,11,"00:03:39,093","00:03:44,139"
Oh that’s a nickname we were trying out.,Phoebe,neutral,neutral,647,4,317,4,7,11,"00:03:45,266","00:03:48,060"
I don’t accept this rule.,Phoebe,anger,negative,647,5,317,12,7,11,"00:04:12,460","00:04:13,752"
"When we make plans, I expect you to show up.",Phoebe,anger,negative,647,6,317,13,7,11,"00:04:13,920","00:04:16,338"
"Okay, I can’t just be a way to kill time ‘til you meet someone better!",Phoebe,anger,negative,647,7,317,14,7,11,"00:04:16,506","00:04:19,758"
"Y’know boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,647,8,317,15,7,11,"00:04:19,926","00:04:24,638"
Oh that’s a nickname we were trying out.,Phoebe,neutral,neutral,648,0,317,4,7,11,"00:03:45,266","00:03:48,060"
"Hey, y’know what nickname never caught on? The Ross-A-Tron!",Ross,joy,positive,648,1,317,5,7,11,"0:03:48,228","0:03:51,750"
"Phoebe he’s right, that is the rule.",Ross,neutral,neutral,648,2,317,11,7,11,"00:04:10,500","00:04:12,292"
I don’t accept this rule.,Phoebe,anger,negative,648,3,317,12,7,11,"00:04:12,460","00:04:13,752"
"When we make plans, I expect you to show up.",Phoebe,anger,negative,648,4,317,13,7,11,"00:04:13,920","00:04:16,338"
"Okay, I can’t just be a way to kill time ‘til you meet someone better!",Phoebe,anger,negative,648,5,317,14,7,11,"00:04:16,506","00:04:19,758"
"Y’know boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,648,6,317,15,7,11,"00:04:19,926","00:04:24,638"
"Hey, y’know what nickname never caught on? The Ross-A-Tron!",Ross,joy,positive,649,0,317,5,7,11,"0:03:48,228","0:03:51,750"
Hey!,Joey,joy,positive,649,1,317,6,7,11,"0:03:51,750","0:03:52,581"
"Hey, you can cancel plans with friends if there is the possibility for sex!",Joey,anger,negative,649,2,317,10,7,11,"00:04:06,120","00:04:10,332"
"Phoebe he’s right, that is the rule.",Ross,neutral,neutral,649,3,317,11,7,11,"00:04:10,500","00:04:12,292"
Hey!,Joey,joy,positive,650,0,317,6,7,11,"0:03:51,750","0:03:52,581"
Oh! Here’s Joseph Francis!,Phoebe,joy,positive,650,1,317,7,7,11,"00:03:55,401","00:03:58,195"
Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Joey,surprise,negative,650,2,317,8,7,11,"00:03:58,363","00:04:03,408"
So what?! That doesn’t give you the right to ditch me!,Phoebe,anger,negative,650,3,317,9,7,11,"00:04:03,576","00:04:05,953"
"Hey, you can cancel plans with friends if there is the possibility for sex!",Joey,anger,negative,650,4,317,10,7,11,"00:04:06,120","00:04:10,332"
I don’t accept this rule.,Phoebe,anger,negative,650,5,317,12,7,11,"00:04:12,460","00:04:13,752"
"When we make plans, I expect you to show up.",Phoebe,anger,negative,650,6,317,13,7,11,"00:04:13,920","00:04:16,338"
"Okay, I can’t just be a way to kill time ‘til you meet someone better!",Phoebe,anger,negative,650,7,317,14,7,11,"00:04:16,506","00:04:19,758"
"Y’know boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,650,8,317,15,7,11,"00:04:19,926","00:04:24,638"
Did you know he was in there?,Rachel,neutral,neutral,651,0,318,0,7,10,"00:01:26,294","00:01:28,629"
No.,Monica,neutral,neutral,651,1,318,1,7,10,"00:01:27,629","00:01:28,629"
No.,Monica,neutral,neutral,652,0,318,1,7,10,"00:01:27,629","00:01:28,629"
How long have we been home?,Chandler,neutral,neutral,652,1,318,2,7,10,"0:01:30,215","0:01:31,567"
About a half an hour.,Monica,neutral,neutral,652,2,318,3,7,10,"0:01:31,567","0:01:32,947"
Love,Chandler,neutral,neutral,652,3,318,4,7,10,"00:01:33,051","00:01:34,053"
"Lights.  Uh, romantic lights.",Pete,neutral,neutral,653,0,319,0,3,23,"00:17:35,387","00:17:40,058"
"Ooh, nice.",Monica,joy,positive,653,1,319,1,3,23,"00:17:40,476","00:17:42,977"
"So ah, there was this thing I wanted to talk to you about.",Pete,neutral,neutral,653,2,319,2,3,23,"00:17:43,145","00:17:46,564"
"Oh, right! I completely forgot about that.",Monica,neutral,neutral,653,3,319,3,3,23,"00:17:47,024","00:17:50,610"
"Well ah, I’ve been doing a lot of thinking, and I look at my life",Pete,neutral,neutral,653,4,319,4,3,23,"00:17:53,489","00:17:59,494"
Yeah?,Monica,neutral,neutral,653,5,319,5,3,23,"00:17:57,951","00:17:59,494"
"And I feel like I’ve conquered the business world, and I feel like I’ve conquered the intellectual world, and now I-I have the most beautiful woman in the world.",Pete,anger,negative,653,6,319,6,3,23,"00:17:59,661","00:18:10,630"
Wow.,Monica,surprise,positive,653,7,319,7,3,23,"00:18:12,216","00:18:13,591"
There’s one thing missing.,Pete,sadness,negative,653,8,319,8,3,23,"00:18:14,676","00:18:16,385"
What’s that?,Monica,neutral,neutral,653,9,319,9,3,23,"00:18:17,679","00:18:18,930"
It’s time for me to conquer the physical world.,Pete,neutral,neutral,653,10,319,10,3,23,"00:18:20,516","00:18:23,559"
Okay.,Monica,neutral,neutral,653,11,319,11,3,23,"00:18:26,063","00:18:27,563"
"Monica, I want to become  the Ultimate Fighting Champion.",Pete,neutral,neutral,653,12,319,12,3,23,"00:18:28,857","00:18:38,241"
You wanna what?!,Monica,surprise,negative,653,13,319,13,3,23,"00:18:36,532","00:18:38,241"
"I want to become the Ultimate Fighting Champion! It’s the most intense physical competition in the world, it’s banned in 49 states!",Pete,joy,positive,653,14,319,14,3,23,"00:18:39,034","00:18:45,957"
What are you talking about?,Monica,surprise,negative,653,15,319,15,3,23,"00:18:46,542","00:18:48,376"
"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, I’ve even had my own octagon training ring designed.",Pete,neutral,neutral,653,16,319,16,3,23,"00:18:48,544","00:18:56,592"
And I suppose you used a ring designer for that.,Monica,joy,positive,653,17,319,17,3,23,"00:18:56,760","00:18:59,679"
Yeah.,Pete,neutral,neutral,653,18,319,18,3,23,"00:19:00,055","00:19:01,389"
"Monica, I want you there in the front row when I win.",Pete,joy,positive,653,19,319,19,3,23,"00:19:02,307","00:19:05,810"
I want you close enough to smell the blood.,Pete,joy,positive,653,20,319,20,3,23,"00:19:05,978","00:19:08,479"
What do you think?,Pete,neutral,neutral,653,21,319,21,3,23,"00:19:10,482","00:19:12,150"
My parents will be so happy.,Monica,disgust,negative,653,22,319,22,3,23,"00:19:13,402","00:19:15,653"
Okay to come in?,Chandler,neutral,neutral,654,0,320,0,6,16,"00:19:56,653","00:20:00,156"
"Yeah, come on, eat, whatever you want. Dr. Roger got beeped again.",Monica,neutral,neutral,654,1,320,1,6,16,"00:19:56,653","00:20:02,366"
"Yeah I know, guess who beeped him?",Chandler,neutral,neutral,654,2,320,2,6,16,"00:20:02,534","00:20:04,994"
What?!,Monica,surprise,negative,654,3,320,3,6,16,"0:20:07,080","0:20:07,706"
I’m the ruptured spleen.,Chandler,sadness,negative,654,4,320,4,6,16,"0:20:07,706","0:20:10,359"
Why would you do that?,Monica,joy,positive,654,5,320,5,6,16,"00:20:11,919","00:20:15,504"
Because you shouldn’t be with him.  You should be with me.,Chandler,sadness,negative,654,6,320,6,6,16,"00:20:19,134","00:20:20,676"
Really?,Monica,surprise,positive,654,7,320,7,6,16,"00:20:23,180","00:20:25,306"
"When you were talking about Roger, that was killing me!",Chandler,sadness,negative,654,8,320,8,6,16,"00:20:23,180","00:20:27,892"
"Look, things like last night they don’t just happen.",Chandler,neutral,neutral,654,9,320,9,6,16,"00:20:28,060","00:20:30,394"
Or at least not to me.,Chandler,neutral,neutral,654,10,320,10,6,16,"00:20:30,562","00:20:34,732"
"Or with the other two women, in the morning y’know I was just lying there and I couldn’t wait to just go hang out with my friends, but with you I always y’know with a friend.",Chandler,neutral,neutral,654,11,320,11,6,16,"00:20:36,944","00:20:48,287"
Chandler!,Monica,surprise,positive,654,12,320,12,6,16,"00:20:49,122","00:20:52,708"
"I know you probably don’t want to go out with me, y’know because I make too many jokes and I’ve never been in a serious relationship and I guess I’m not technically a ""doctor…""",Chandler,sadness,negative,654,13,320,13,6,16,"00:20:49,122","00:20:59,423"
"There was just one woman, wasn’t there?",Monica,neutral,neutral,654,14,320,14,6,16,"00:21:07,683","00:21:09,892"
"No, there were two.",Chandler,neutral,neutral,654,15,320,15,6,16,"00:21:10,769","00:21:12,270"
Including me?,Monica,surprise,positive,654,16,320,16,6,16,"0:21:12,521","0:21:13,413"
Oh yeah.,Chandler,joy,positive,654,17,320,17,6,16,"0:21:13,413","0:21:14,399"
Hey!,Phoebe,joy,positive,655,0,321,0,8,7,"0:16:33,659","0:16:34,301"
Welcome back!,Eric,joy,positive,655,1,321,1,8,7,"0:16:34,301","0:16:36,092"
Hey!  Can we pick up where we left off?,Phoebe,joy,positive,655,2,321,2,8,7,"00:16:38,288","00:16:40,915"
"I don’t know, I’m still pretty tired out from this afternoon.",Eric,neutral,neutral,655,3,321,3,8,7,"00:16:41,083","00:16:42,792"
Why?,Phoebe,surprise,positive,655,4,321,4,8,7,"0:16:42,960","0:16:43,586"
"Uh, the sex.",Eric,neutral,neutral,655,5,321,5,8,7,"0:16:43,586","0:16:45,311"
What sex?,Phoebe,surprise,positive,655,6,321,6,8,7,"0:16:45,421","0:16:46,339"
Our sex.,Eric,joy,positive,655,7,321,7,8,7,"0:16:46,339","0:16:47,400"
We didn’t have sex.,Phoebe,surprise,positive,655,8,321,8,8,7,"00:16:47,506","00:16:48,881"
"Well if I didn’t have sex with you, I had sex with someone that looked an awful lot like",Eric,neutral,neutral,655,9,321,9,8,7,"00:16:47,506","00:16:53,720"
Ew! Ew! Ew! Ew! Ew! Ew!,Phoebe,disgust,negative,655,10,321,10,8,7,"0:16:55,889","0:16:59,226"
Oh no! Oh no! Oh no! Oh no! No! No! No!,Eric,disgust,negative,655,11,321,11,8,7,"0:16:59,226","0:17:00,332"
Oh my God Stu! I-I can’t believe you did this! Now are you absolutely sure she’s a hooker?,Monica,disgust,negative,656,0,322,0,8,8,"00:14:17,189","00:14:22,569"
"Either that or she’s just the best, most expensive date I ever had.",Stu,surprise,negative,656,1,322,1,8,8,"00:14:22,820","00:14:26,531"
I’m your mother.,Phoebe Sr.,neutral,neutral,657,0,324,0,4,1,"0:00:09,551","0:00:10,427"
Ehh?,Phoebe,surprise,negative,657,1,324,1,4,1,"0:00:10,427","0:00:11,614"
Ehh?,Phoebe,surprise,negative,658,0,324,1,4,1,"0:00:10,427","0:00:11,614"
"Oh, and then Monica joked that she wouldn’t go out with a guy like Chandler...",Joey,neutral,neutral,658,1,324,2,4,1,"00:00:11,720","00:00:14,430"
"...and he couldn’t let it go, and... I don’t really know what happened with that either.",Joey,neutral,neutral,658,2,324,4,4,1,"00:00:14,597","00:00:20,394"
"And then Ross’s new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",Joey,neutral,neutral,658,3,324,5,4,1,"00:00:16,266","00:00:30,404"
"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either...",Joey,neutral,neutral,658,4,324,6,4,1,"00:00:22,939","00:00:30,404"
"Y'know what, hold on, let me go get Chandler.",Joey,neutral,neutral,658,5,324,7,4,1,"00:00:30,572","00:00:32,823"
"Oh, and then Monica joked that she wouldn’t go out with a guy like Chandler...",Joey,neutral,neutral,659,0,324,2,4,1,"00:00:11,720","00:00:14,430"
Hi there.,Chandler,neutral,neutral,659,1,324,3,4,1,"00:00:14,597","00:00:16,098"
"...and he couldn’t let it go, and... I don’t really know what happened with that either.",Joey,neutral,neutral,659,2,324,4,4,1,"00:00:14,597","00:00:20,394"
"And then Ross’s new girlfriend, Bonnie, shows up and Rachel convinced her to save her head.",Joey,neutral,neutral,659,3,324,5,4,1,"00:00:16,266","00:00:30,404"
"And then Ross and Rachel kiss, and now Ross has to choose between Rachel and the bald girl and I don’t know what happened there either...",Joey,neutral,neutral,659,4,324,6,4,1,"00:00:22,939","00:00:30,404"
"Y'know what, hold on, let me go get Chandler.",Joey,neutral,neutral,659,5,324,7,4,1,"00:00:30,572","00:00:32,823"
"Well yeah, I lied before.",Phoebe,sadness,negative,660,0,326,0,8,1,"00:20:55,587","00:20:58,130"
Oh!,Rachel,surprise,positive,660,1,326,1,8,1,"00:20:58,298","00:20:59,590"
Now you know how you really feel about it.,Phoebe,neutral,neutral,660,2,326,3,8,1,"0:21:03,178","0:21:05,100"
"Oh-oh, that’s a risky little game!",Rachel,surprise,negative,660,3,326,4,8,1,"0:21:05,100","0:21:08,064"
Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby!,Rachel,joy,positive,660,4,326,6,8,1,"00:21:15,023","00:21:18,442"
With who?,Phoebe,neutral,neutral,660,5,326,7,8,1,"0:21:30,330","0:21:30,789"
"Ah, it’s still not the time.",Rachel,neutral,neutral,660,6,326,8,8,1,"0:21:30,789","0:21:33,954"
Oh!,Rachel,surprise,positive,661,0,326,1,8,1,"00:20:58,298","00:20:59,590"
Oh God,Monica,surprise,positive,661,1,326,2,8,1,"00:20:58,298","00:21:03,010"
"Oh-oh, that’s a risky little game!",Rachel,surprise,negative,661,2,326,4,8,1,"0:21:05,100","0:21:08,064"
Are you really gonna do this?,Monica,fear,negative,661,3,326,5,8,1,"00:21:11,353","00:21:12,853"
Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby!,Rachel,joy,positive,661,4,326,6,8,1,"00:21:15,023","00:21:18,442"
Oh God,Monica,surprise,positive,662,0,326,2,8,1,"00:20:58,298","00:21:03,010"
Now you know how you really feel about it.,Phoebe,neutral,neutral,662,1,326,3,8,1,"0:21:03,178","0:21:05,100"
You said I was boring--Ohh!,Phoebe,anger,negative,663,0,327,0,5,22,"00:18:18,555","00:18:21,265"
When did I say you were boring?!,Ross,neutral,neutral,663,1,327,1,5,22,"00:18:24,269","00:18:25,770"
"Oh my God, I remember now! We were playing chess!",Phoebe,surprise,positive,663,2,327,2,5,22,"00:18:25,979","00:18:29,065"
Phoebe! You and I have,Ross,neutral,neutral,663,3,327,3,5,22,"00:18:29,274","00:18:32,235"
"Oh, come on!",Phoebe,joy,positive,663,4,327,4,5,22,"00:18:32,444","00:18:33,486"
"Yes, remember that time on the frozen lake?",Phoebe,neutral,neutral,663,5,327,5,5,22,"00:18:33,654","00:18:37,615"
"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",Phoebe,anger,negative,663,6,327,6,5,22,"00:18:37,783","00:18:41,744"
"Okay, there's a",Phoebe,neutral,neutral,663,7,327,7,5,22,"00:18:44,832","00:18:47,333"
"All right, I’m leaving!",Jill,anger,negative,664,0,328,0,6,14,"00:21:20,279","00:21:22,989"
Because I’m not going to spend one more day with someone whose out to sabotage my every move.,Jill,anger,negative,664,1,328,1,6,14,"00:21:20,279","00:21:25,658"
