Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
2337,"Yeah, but wait...",Ross,neutral,neutral,231,12,3,15,"0:10:52,401","0:10:52,993"
2338,Good bye!,Rachel,neutral,neutral,231,13,3,15,"0:10:52,993","0:10:54,450"
2339,"Actually, thats our three hole punch.",Sophie,neutral,neutral,231,14,3,15,"00:11:01,577","00:11:04,245"
2340,Oh yeah? When?,Monica,surprise,negative,232,0,1,23,"00:05:13,688","00:05:16,481"
2342,I'll tell you what.,Chandler,neutral,neutral,232,1,1,23,"00:05:16,733","00:05:18,025"
2343,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?",Chandler,neutral,neutral,232,2,1,23,"00:05:18,192","00:05:23,613"
2344,Why won't I be married when I'm 40?,Monica,surprise,negative,232,3,1,23,"00:05:23,781","00:05:25,574"
2345,"Oh, no, no. I just meant hypothetically.",Chandler,neutral,neutral,232,4,1,23,"00:05:26,784","00:05:28,952"
2346,"Ok, hypothetically, why won't I be married when I'm 40?",Monica,anger,negative,232,5,1,23,"00:05:29,120","00:05:32,122"
2347,"No, no, no.",Chandler,neutral,neutral,232,6,1,23,"00:05:32,332","00:05:34,541"
2348,What is it? Is there something fundamentally unmarriable about me?,Monica,anger,negative,232,7,1,23,"00:05:34,709","00:05:37,210"
2349,"Uh, uh.",Chandler,neutral,neutral,232,8,1,23,"0:05:38,129","0:05:38,761"
2350,Well?,Monica,surprise,negative,232,9,1,23,"0:05:38,761","0:05:40,690"
2351,Dear God! This parachute is a knapsack!,Chandler,surprise,negative,232,10,1,23,"00:05:40,798","00:05:44,343"
2352,Hey.,Rachel,neutral,neutral,232,11,1,23,"00:05:47,055","00:05:48,513"
2353,"Hey. Ooh, look at you, dressy-dress.",Phoebe,surprise,positive,232,12,1,23,"00:05:47,055","00:05:50,682"
2354,Did you go home and change?,Monica,surprise,negative,232,13,1,23,"00:05:50,850","00:05:52,726"
2355,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?",Rachel,neutral,neutral,232,14,1,23,"00:05:52,894","00:05:59,066"
2356,"No, I haven't seen him.",Monica,neutral,neutral,232,15,1,23,"00:06:00,651","00:06:01,818"
2357,"Well, where is he? He is supposed to be here.  What if the baby needs him?",Rachel,surprise,negative,232,16,1,23,"00:06:01,986","00:06:09,159"
2358,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",Chandler,neutral,neutral,232,17,1,23,"00:06:09,327","00:06:15,624"
2359,"Yeah, why?",Rachel,neutral,neutral,232,18,1,23,"00:06:11,662","00:06:15,624"
2360,No reason.,Chandler,neutral,neutral,232,19,1,23,"00:06:16,376","00:06:17,834"
2361,I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,Ross,joy,positive,233,0,7,10,"00:12:36,589","00:12:46,639"
2362,"What happened to Santa, Holiday Armadillo?",Monica,surprise,negative,233,1,7,10,"00:12:50,811","00:12:54,397"
2364,"Yes! Yes! Please, just give it to me!",The Woman,joy,positive,234,1,7,9,"00:11:30,648","00:11:33,900"
2365,"Yeah, thats her.",Chandler,neutral,neutral,234,2,7,9,"00:11:34,151","00:11:36,319"
2366,Thank you.,The Woman,neutral,neutral,234,3,7,9,"00:11:37,154","00:11:39,155"
2367,Its unbelievable! I-I cant believe that sign didnt work!,Monica,surprise,negative,234,4,7,9,"00:11:39,365","00:11:41,783"
2368,Yknow what would work?,Chandler,neutral,neutral,234,5,7,9,"0:11:41,992","0:11:42,743"
2370,Stop making candy!,Chandler,anger,negative,234,6,7,9,"0:11:42,743","0:11:45,063"
2372,You mean they like you.,Chandler,neutral,neutral,234,8,7,9,"00:11:48,082","00:11:49,499"
2373,Maybe.,Monica,neutral,neutral,234,9,7,9,"00:11:50,793","00:11:51,835"
2374,Is that why you became a chef? So that people would like you?,Chandler,surprise,negative,234,10,7,9,"00:11:52,211","00:11:55,463"
2375,"Oh, you really want to talk about getting people to like you huh, funny man?",Monica,anger,negative,234,11,7,9,"00:11:55,673","00:11:59,759"
2376,"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT!",Monica,anger,negative,235,0,6,10,"00:20:52,417","00:20:58,839"
2377,"Uh, wait, so you guys are telling me you actually did the routine from eighth grade?",Rachel,surprise,negative,235,1,6,10,"00:20:59,925","00:21:05,513"
2378,"Yeah. But of course we had to update it a little bit.  Hey, by the way, great thinking about catching me!",Monica,joy,positive,235,2,6,10,"00:21:06,014","00:21:12,812"
2379,Cos I was gonna say theres no way you couldve done the end the way you guys did it back then!,Rachel,joy,positive,235,3,6,10,"00:21:14,064","00:21:23,781"
2380,What? We could do it!,Monica,surprise,negative,235,4,6,10,"00:21:20,279","00:21:23,781"
2381,"I dont know, I mean you were a lot bigger, I mean, stronger back then.",Ross,joy,positive,235,5,6,10,"00:21:24,032","00:21:28,995"
2382,"I can do it, okay? Come on, lets go.",Monica,neutral,neutral,235,6,6,10,"00:21:30,914","00:21:35,334"
2383,"1, 2, 3, 4, 5, 6, 7, 8",Monica and Ross,neutral,neutral,235,7,6,10,"00:21:36,586","00:21:41,090"
2384,I cant do it!,Monica,sadness,negative,235,8,6,10,"00:21:41,341","00:21:42,508"
2385,"Now you do that, youre on TV.",Chandler,neutral,neutral,235,9,6,10,"00:21:45,178","00:21:48,472"
2386,Hey!,Joey,joy,positive,236,0,4,23,"00:09:08,214","00:09:09,256"
2387,"So, what are you guys in the market for? Weve got uh, scarves, tulip post cards...",The Vendor,neutral,neutral,236,1,4,23,"00:09:11,842","00:09:16,471"
2388,Check this out? Huh?  Yeah. Thats the stuff. What do you think?,Joey,neutral,neutral,236,2,4,23,"00:09:11,842","00:09:20,850"
2389,"Well, I dont have to buy that, ""Im with stupid"" T-shirt anymore.",Chandler,neutral,neutral,236,3,4,23,"00:09:21,018","00:09:24,396"
2390,"Well, I like it. Here you go.",Joey,neutral,neutral,236,4,4,23,"00:09:25,982","00:09:27,941"
2391,"All right, look, youre not really gonna buy that are you? Dont you think youve embarrassed me enough for one day?",Chandler,anger,negative,236,5,4,23,"00:09:28,109","00:09:31,861"
2392,"Oh, I embarrass you?",Joey,surprise,negative,236,6,4,23,"00:09:32,029","00:09:33,488"
2393,How can I answer that when Im pretending I dont know you?,Chandler,neutral,neutral,236,7,4,23,"00:09:33,656","00:09:36,700"
2395,Oh really? Then how come no one here is wearing them?,Chandler,neutral,neutral,236,9,4,23,"00:09:40,663","00:09:44,833"
2396,Theyre all tourists.,The Vendor,neutral,neutral,236,10,4,23,"00:09:45,001","00:09:47,252"
2397,"All right, look, if you insist on wearing that, in public, yknow, youre gonna spend the rest of the afternoon all by yourself.",Chandler,disgust,negative,236,11,4,23,"00:09:48,087","00:09:55,176"
2398,Oh yeah?  If youre gonna make me choose between you and the hat? I choose the hat.,Joey,neutral,neutral,236,12,4,23,"00:09:55,344","00:10:04,311"
2399,Good choice.,The Vendor,anger,negative,236,13,4,23,"0:10:04,478","0:10:05,104"
2400,Thanks.,Joey,joy,positive,236,14,4,23,"0:10:05,104","0:10:05,581"
2401,"Okay, wait. All right, thats it, okay, Im out of here. I am not going to be embarrassed anymore!",Chandler,anger,negative,236,15,4,23,"00:10:05,688","00:10:11,192"
2402,"So! I'm just an empty vase, huh?",Monica,surprise,negative,237,0,3,12,"0:16:12,471","0:16:14,863"
2403,What?,Julio,surprise,negative,237,1,3,12,"0:16:14,863","0:16:16,568"
2404,"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",Monica,anger,negative,237,2,3,12,"00:16:16,684","00:16:26,526"
2405,"And y'know what, I get excited about stupid stuff, like when I my",Monica,neutral,neutral,237,3,3,12,"00:16:23,983","00:16:29,070"
2406,"Whoa, whoa, whoa.",Julio,surprise,negative,237,4,3,12,"0:16:39,039","0:16:40,851"
2407,You don't even know me...,Monica,anger,negative,237,5,3,12,"0:16:40,851","0:16:41,003"
2408,"Whoa, whoa, whoa, the poem is not about you.",Julio,surprise,negative,237,6,3,12,"00:16:41,125","00:16:43,251"
2409,What?,Monica,surprise,negative,237,7,3,12,"00:16:44,795","00:16:48,381"
2410,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",Julio,sadness,negative,237,8,3,12,"00:16:44,795","00:16:53,094"
2411,"I'm sorry, my friend Phoebe...",Monica,sadness,negative,237,9,3,12,"00:16:55,973","00:16:59,976"
2412,"No, it's about all women. Well, all American women. You feel better now?",Julio,neutral,neutral,237,10,3,12,"00:17:00,144","00:17:10,403"
2413,Oh yeah.,Monica,neutral,neutral,237,11,3,12,"00:17:10,988","00:17:13,031"
2414,"Okay, forward. ForwardStop!  Okay, backStop!  Okay, forwardStop! Stop! Stop!",Ross,neutral,neutral,238,0,7,14,"00:08:01,939","00:08:08,111"
2421,"Okay, heres what were gonna do.",Phoebe,neutral,neutral,238,1,7,14,"00:08:14,410","00:08:16,661"
2422,"Okay, Im gonna break into this mini-van and put it in neutral.",Phoebe,neutral,neutral,238,2,7,14,"00:08:16,913","00:08:19,664"
2423,You guys push it forward so Ross can drive out of his spot.,Phoebe,neutral,neutral,238,3,7,14,"00:08:19,916","00:08:22,709"
2424,Okay?,Phoebe,neutral,neutral,238,4,7,14,"0:08:22,919","0:08:23,421"
2425,"All right, here we go.",Phoebe,neutral,neutral,238,5,7,14,"0:08:23,421","0:08:25,843"
2426,Haul ass!!!,Phoebe,neutral,neutral,238,6,7,14,"00:08:32,053","00:08:33,303"
2428,"So it said that by the year 2030, there'll be computers that can carry out the same number of functions as an actual human brain.",Ross,neutral,neutral,239,0,6,7,"00:21:07,724","00:21:15,564"
2429,So theoretically we could download our thoughts and our memories into this computer...,Ross,neutral,neutral,239,1,6,7,"00:21:19,403","00:21:21,612"
2430,...and live forever as a machine!,Janine,joy,positive,239,2,6,7,"00:21:21,780","00:21:24,198"
2431,"That's so Janine, you-you-you know what, do you know we're doing right now?",Ross,joy,positive,239,3,6,7,"00:21:27,286","00:21:32,164"
2432,"You and I, we're interfacing.",Ross,neutral,neutral,239,4,6,7,"00:21:33,583","00:21:36,085"
2433,"Yeah, I gotta go.",Janine,fear,negative,239,5,6,7,"00:21:37,546","00:21:39,297"
2434,Ba dum bumb cheshhh!,Chandler,joy,positive,239,6,6,7,"00:21:45,554","00:21:46,887"
2435,"David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air.",Monica,neutral,neutral,240,0,9,23,"00:03:42,138","00:03:47,017"
2436,"Oh, certainly. That's a combination of Bernoulli's principle and Newton's third law of motion.",David,neutral,neutral,240,1,9,23,"00:03:47,185","00:03:53,732"
2437,See?,Monica,neutral,neutral,240,2,9,23,"00:03:50,188","00:03:53,732"
2438,"Yeah, that's the same as ""it has something to do with wind"".",Chandler,fear,negative,240,3,9,23,"00:03:53,900","00:03:57,361"
2439,"Alright, I'm gonna go pick up a few things for the trip.",Monica,neutral,neutral,240,4,9,23,"00:03:57,862","00:04:00,113"
2440,"Oh, I should go, too.",Phoebe,neutral,neutral,240,5,9,23,"00:04:00,281","00:04:04,868"
2441,"Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there.",Phoebe,neutral,neutral,240,6,9,23,"00:04:05,036","00:04:17,506"
2442,"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",Phoebe,anger,negative,241,0,9,22,"00:01:22,916","00:01:27,044"
2443,"And she was like ""Oh, don't worry!",Phoebe,sadness,negative,241,1,9,22,"0:01:27,212","0:01:31,404"
2444,I asked him.,Phoebe,neutral,neutral,241,2,9,22,"0:01:31,404","0:01:31,696"
2445,"He's totally ok with seeing you!"".",Phoebe,anger,negative,241,3,9,22,"0:01:31,696","0:01:31,852"
2446,So now I have to go so he'll think that I'm totally ok with seeing him!,Phoebe,joy,positive,241,4,9,22,"00:01:31,925","00:01:35,761"
2447,"Which you're not, because you've totally hung up on him!",Rachel,anger,negative,241,5,9,22,"0:01:35,929","0:01:37,491"
2448,Exactly!,Phoebe,neutral,neutral,241,6,9,22,"0:01:37,491","0:01:38,810"
2449,And you're gonna want him to eat his heart out so you're gonna have to look fabulous!,Rachel,neutral,neutral,241,7,9,22,"00:01:38,932","00:01:42,351"
2450,"I didn't even think about that!  Aaargh,",Phoebe,anger,negative,241,8,9,22,"00:01:42,519","00:01:47,689"
2451,"Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something.",Rachel,neutral,neutral,241,9,9,22,"00:01:48,274","00:01:54,404"
2452,"Ok, that'll be great!",Phoebe,joy,positive,241,10,9,22,"00:01:51,194","00:01:54,404"
2453,"Oh, ain't that nice? The three of you trying on slutty lingerie together.",Joey,disgust,negative,241,11,9,22,"00:01:54,572","00:02:00,119"
2454,That's not what we're gonna do!,Rachel,disgust,negative,241,12,9,22,"0:02:01,079","0:02:03,749"
2455,"Why would you ruin it, who was that hurtin'?",Joey,disgust,negative,241,13,9,22,"0:02:03,749","0:02:05,578"
2456,"Julie hi! Chandler Bing, I, I guess you remember me.",Chandler,joy,positive,242,0,7,6,"00:14:01,090","00:14:03,383"
2457,Hello Skidmark.,Julie,neutral,neutral,242,1,7,6,"00:14:03,551","00:14:06,010"
2458,"Its a nickname, Ill explain later.",Chandler,neutral,neutral,242,2,7,6,"00:14:08,472","00:14:11,140"
2459,Its pretty clear.,Monica,neutral,neutral,242,3,7,6,"00:14:11,308","00:14:13,351"
2460,"Ah, uh, I owe you a long overdue apology. I never should have broken up with you because you were overweight.",Chandler,neutral,neutral,242,4,7,6,"00:14:15,646","00:14:25,738"
2461,Thats why you broke up with me?,Julie,surprise,negative,242,5,7,6,"00:14:23,696","00:14:25,738"
2462,"You-you-you didnt know that.  Well, I guess my work here is done!",Chandler,sadness,negative,242,6,7,6,"00:14:29,660","00:14:35,456"
2489,Ni-chou chi-ma!,Ross,joy,positive,243,0,1,24,"00:11:55,965","00:11:57,841"
2490,"Ross! Excuse me, pardon me, excuse me....",Rachel,surprise,positive,243,1,1,24,"00:11:59,260","00:12:03,179"
2491,Hi everyone.,Ross,neutral,neutral,244,0,2,4,"00:11:21,347","00:11:22,972"
2492,"I just, I wanted to thank you for our uh, our little talk before.",Ross,neutral,neutral,244,1,2,4,"00:11:25,976","00:11:29,270"
2494,"Well, I was going to, but after I talked to you, I talked to Joey.",Ross,neutral,neutral,244,3,2,4,"00:11:33,192","00:11:36,611"
2495,"What did, what did he say?",Rachel,fear,negative,244,4,2,4,"00:11:41,409","00:11:43,284"
2496,"Basically he told me to get over myself and just do it, ya know.",Ross,neutral,neutral,244,5,2,4,"00:11:43,494","00:11:46,204"
2497,"So I though about what you said and I though about what he said and, well, his way I get to have sex tonight so.",Ross,neutral,neutral,244,6,2,4,"00:11:46,997","00:11:52,627"
2463,"Oh, great!",Phoebe,joy,positive,245,0,7,18,"00:06:51,202","00:06:52,500"
2464,"We couldnt keep our eyes off each other all night and then every once and a while yknow, hed kinda lean over and stroke my hair and touch my neck.",Phoebe,joy,positive,245,1,7,18,"00:06:51,202","00:06:59,292"
2465,"Okay, stop it Phoebe, youre getting me all tingly.",Monica,joy,positive,245,2,7,18,"00:06:59,460","00:07:01,503"
2466,"All I could think of was yknow, ""Is he gonna kiss me? Is he gonna kiss me?""",Phoebe,joy,positive,245,3,7,18,"00:07:03,131","00:07:06,216"
2467,And did he?,Monica,neutral,neutral,245,4,7,18,"00:07:06,384","00:07:09,136"
2468,"Im a lady Monica, I dont kiss and tell. But this hickey speaks for itself.",Phoebe,joy,positive,245,5,7,18,"00:07:06,384","00:07:11,638"
2469,"Okay-okay, I got it. I got it.",Monica,neutral,neutral,245,6,7,18,"00:07:11,806","00:07:13,849"
2470,I just like him so much that I just feel like Ive had 10 drinks today and Ive only had six.,Phoebe,joy,positive,245,7,7,18,"00:07:14,267","00:07:19,938"
2471,"Oh, I havent had that feeling since I first started going out with Chandler.",Monica,joy,positive,245,8,7,18,"00:07:21,399","00:07:26,570"
2472,"Wow, Im never gonna have that feeling again, am I?",Monica,sadness,negative,245,9,7,18,"00:07:21,399","00:07:31,283"
2473,You sound like a guy.,Phoebe,disgust,negative,245,10,7,18,"00:07:26,863","00:07:31,283"
2474,"No, a guy would be saying, ""Im never gonna get to sleep with anyone else.""",Monica,disgust,negative,245,11,7,18,"00:07:31,451","00:07:35,495"
2475,Oh my God!,Monica,surprise,negative,245,12,7,18,"0:07:35,663","0:07:36,581"
2476,Im never gonna get to sleep with anyone else!,Monica,sadness,negative,245,13,7,18,"0:07:36,581","0:07:38,240"
2477,Ive been so busy planning the wedding that I forgot about all the things that Id be giving up!,Monica,surprise,negative,245,14,7,18,"00:07:39,667","00:07:43,753"
2478,"I mean, IIm never gonna have a first kiss again.",Monica,sadness,negative,245,15,7,18,"00:07:43,921","00:07:47,924"
2479,Youll have a last kiss.,Phoebe,neutral,neutral,245,16,7,18,"00:07:48,217","00:07:50,302"
2480,Thank you so much for coming back over.,Ross,joy,positive,246,0,8,8,"00:17:17,119","00:17:19,162"
2481,"Oh good, youre here. Yeah, and I was worried that it was going to be uncomfortable.",Mona,sadness,negative,246,1,8,8,"00:17:21,582","00:17:26,377"
2482,"I know Mona, just hear me out.",Rachel,neutral,neutral,246,2,8,8,"00:17:27,588","00:17:29,547"
2483,"First of all, Im so sorry about my father yelling at you, but I heard you totally held your own.",Rachel,neutral,neutral,246,3,8,8,"00:17:29,798","00:17:35,595"
2484,Youre gonna have to tell me how you did that.,Rachel,neutral,neutral,246,4,8,8,"00:17:35,763","00:17:37,555"
2485,Focus.,Ross,neutral,neutral,246,5,8,8,"00:17:37,723","00:17:39,974"
2486,"Okay. UmButOkay, yes Ross and I used to date. And yes we are gonna have a baby. But we are",Rachel,neutral,neutral,246,6,8,8,"00:17:40,476","00:17:51,110"
2487,All right wheres that turkey!,Joey,neutral,neutral,247,0,8,9,"00:20:39,780","00:20:42,531"
2488,Joey! Those are my maternity pants!,Phoebe,surprise,negative,247,1,8,9,"0:20:47,204","0:20:49,346"
2489,Not now! These are my Thanksgiving pants!,Joey,joy,positive,247,2,8,9,"0:20:49,346","0:20:52,602"
2490,No.,Phoebe,neutral,neutral,248,0,8,12,"0:03:09,606","0:03:10,278"
2491,No!,Phoebe,anger,negative,248,1,8,12,"0:03:10,278","0:03:11,090"
2494,"Oh, would you look at that Monica?",Phoebe,joy,positive,248,3,8,12,"00:03:13,067","00:03:14,902"
2495,"I just knocked off all of your top scores, how sad.",Phoebe,joy,positive,248,4,8,12,"00:03:15,069","00:03:17,112"
2496,"Okay, Im next.  Dont! Dont start another game! I said Im next! Phoebe!",Monica,anger,negative,248,5,8,12,"00:03:18,448","00:03:23,410"
