Utterance,Speaker,Emotion,Scene_ID,Utterance_ID,Season,Episode,Start_Time,End_Time
"Oh, yeah, right, OK... inlcuding the waffles last week, you now owe me... 17 jillion dollars.",['Chandler Bing'],Mad,1,12,1,24,00:00:40.373,00:00:50.716
"I will, really. I'll pay you back this time.",['Joey Tribbiani'],Neutral,1,13,1,24,00:00:43.626,00:00:50.716
... And where's this money coming from?,['Chandler Bing'],Mad,1,14,1,24,00:00:45.462,00:00:50.716
Well... I'm helping out down at the N.Y.U. Med School with some... research.,['Joey Tribbiani'],Neutral,1,15,1,24,00:00:50.925,00:00:56.555
What kind of research?,['Ross Geller'],Neutral,1,16,1,24,00:00:53.011,00:00:56.555
"Oh, just, y'know.... science.",['Joey Tribbiani'],Neutral,1,17,1,24,00:00:56.765,00:00:58.432
"Science. Yeah, I think I've heard of that.",['Ross Geller'],Neutral,1,18,1,24,00:00:59.893,00:01:08.984
... It's a fertility study.,['Joey Tribbiani'],Neutral,1,19,1,24,00:01:03.063,00:01:08.984
"Oh, Joey, please tell me you're only donating your time.",['Monica Geller'],Neutral,1,21,1,24,00:01:11.237,00:01:19.286
Hey.,['Ross Geller'],Neutral,1,23,1,24,00:01:12.989,00:01:14.156
"Wow, ooh, you're gonna be making money hand over fist!",['Phoebe Buffay'],Joyful,1,24,1,24,00:01:32.884,00:01:37.888
"I mean, this is unbelievable.",['Rachel Green'],Joyful,3,1,1,24,00:01:35.845,00:02:30.232
"I know. This is really, really huge.",['Phoebe Buffay'],Joyful,3,2,1,24,00:02:58.761,00:03:05.767
No it's not. It's small. It's tiny. It's petite. It's wee.,['Chandler Bing'],Powerful,3,3,1,24,00:10:06.981,00:10:14.321
Nuh-uh. I don't think any of our lives are ever gonna be the same ever again.,['Phoebe Buffay'],Joyful,3,4,1,24,00:10:09.859,00:10:19.534
"OK, is there a mute button on this woman?",['Chandler Bing'],Powerful,3,5,1,24,00:10:20.911,00:10:27.125
"I think this is so great! I mean, you and Ross! D-did you have any idea?",['Monica Geller'],Joyful,3,6,1,24,00:10:23.706,00:10:30.587
"Well, given that he's desperately in love with you, he probably wouldn't mind getting a cup of coffee or something.",['Joey Tribbiani'],Joyful,3,8,1,24,00:10:40.348,00:10:50.106
"Ross? All this time? Well, I've got to talk to him.",['Rachel Green'],Joyful,3,9,1,24,00:10:46.562,00:10:52.692
H-He's in China!,['Chandler Bing'],Scared,3,10,1,24,00:10:48.481,00:10:50.106
The country.,['Joey Tribbiani'],Neutral,3,11,1,24,00:10:50.483,00:10:52.692
"No, no, wait. His flight doesn't leave for another forty-five more minutes.",['Monica Geller'],Neutral,3,12,1,24,00:10:52.902,00:11:01.409
What about the time difference?,['Chandler Bing'],Neutral,3,13,1,24,00:10:55.821,00:10:58.615
From here to the airport?,['Monica Geller'],Scared,3,14,1,24,00:10:58.824,00:11:01.409
Yes! You're never gonna make it!,['Chandler Bing'],Powerful,3,15,1,24,00:11:01.619,00:11:06.539
"Rachel, what're you gonna say to him?",['Monica Geller'],Neutral,3,16,1,24,00:11:04.038,00:11:06.539
I-I-I don't know.,['Rachel Green'],Scared,3,17,1,24,00:11:06.749,00:11:08.667
Well then maybe you shouldn't go.,['Chandler Bing'],Neutral,3,18,1,24,00:11:08.876,00:11:11.836
"Yeah, but if it's good news, you should tell him now.",['Monica Geller'],Joyful,3,20,1,24,00:11:15.132,00:11:19.469
"Here, look, alright, does this help?",['Phoebe Buffay'],Neutral,3,22,1,24,00:11:19.679,00:11:22.180
"Rachel, I love you! Deal with me first!",['Chandler Bing'],Joyful,3,25,1,24,00:11:37.029,00:11:42.283
Alright!,['Flight Attendant'],Neutral,4,2,1,24,00:11:40.783,00:11:42.283
Ni-chou chi-ma!,['Ross Geller'],Neutral,4,3,1,24,00:11:48.749,00:11:51.209
"Ross! Excuse me, pardon me, excuse me....",['Rachel Green'],Neutral,4,5,1,24,00:11:55.965,00:12:03.179
Hi!,['Flight Attendant'],Neutral,4,7,1,24,00:11:59.260,00:12:01.886
Hi.,['Rachel Green'],Joyful,4,8,1,24,00:12:02.096,00:12:03.179
May I see your boarding pass?,['Flight Attendant'],Neutral,4,9,1,24,00:12:03.389,00:12:06.891
No no no! Federal regulations!,['Flight Attendant'],Scared,4,13,1,24,00:12:05.057,00:12:06.891
"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is very important.",['Rachel Green'],Mad,4,14,1,24,00:12:14.692,00:12:22.615
Alright. What's the message?,['Flight Attendant'],Scared,4,15,1,24,00:12:16.861,00:12:20.864
Uh... I don't know.,['Rachel Green'],Neutral,4,16,1,24,00:12:21.073,00:12:22.615
"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",['Flight Attendant'],Sad,4,18,1,24,00:12:28.914,00:12:34.919
What?,['Man'],Powerful,4,19,1,24,00:12:30.458,00:12:32.792
"Mmmmmm... Oh, Joey, Joey, Joey... I think I blacked out there for a minute!",['Melanie'],Neutral,5,1,1,24,00:12:46.974,00:13:06.034
"Heh, heh. It was nothin'.",['Joey Tribbiani'],Joyful,5,2,1,24,00:12:56.901,00:13:02.280
"Well, now we've gotta find something fun for you!",['Melanie'],Joyful,5,3,1,24,00:13:07.661,00:13:13.958
"Uhhh.. y'know what? Forget about me. Let's, uh... let's give you another turn.",['Joey Tribbiani'],Scared,5,4,1,24,00:13:14.293,00:13:24.594
M-Me again?,['Melanie'],Joyful,5,5,1,24,00:13:17.379,00:13:19.672
Sure! Why not?,['Joey Tribbiani'],Joyful,5,6,1,24,00:13:20.966,00:13:24.594
"Boy, somebody's gonna get a big fruit basket tomorrow.",['Melanie'],Joyful,5,7,1,24,00:13:27.014,00:13:38.483
"Oooh, I gotta tell you... you are nothing like I thought you would be.",['Melanie'],Joyful,5,9,1,24,00:13:28.641,00:13:48.201
How do you mean?,['Joey Tribbiani'],Neutral,5,10,1,24,00:13:33.646,00:13:38.483
Sure.,"['Monica Geller', 'Phoebe Buffay']",Joyful,6,3,1,24,00:13:43.489,00:13:48.201
"Yeah, but, y'know, it's... it would be like starting on the fifteenth date.",['Phoebe Buffay'],Peaceful,6,6,1,24,00:14:57.521,00:15:03.318
Another good point.,['Monica Geller'],Neutral,6,7,1,24,00:14:59.857,00:15:03.318
Huh?,['Rachel Green'],Scared,6,9,1,24,00:15:04.278,00:15:06.112
Why isn't it working out?,['Monica Geller'],Scared,6,11,1,24,00:15:06.322,00:15:12.535
I don't know... sometimes it doesn't.,['Rachel Green'],Scared,6,12,1,24,00:15:12.745,00:15:19.834
Is he not cute enough for you?,['Monica Geller'],Mad,6,13,1,24,00:15:23.255,00:15:26.966
No!,['Rachel Green'],Sad,6,14,1,24,00:15:27.176,00:15:29.344
Does he not make enough money?,['Monica Geller'],Mad,6,15,1,24,00:16:29.363,00:16:33.032
"No, I'm just....",['Rachel Green'],Scared,6,16,1,24,00:16:33.242,00:16:36.327
Maybe there's someone else.,['Phoebe Buffay'],Neutral,6,17,1,24,00:16:36.537,00:16:38.705
Wha...,['Rachel Green'],Joyful,6,18,1,24,00:16:38.914,00:16:42.542
Is there? Is there someone else?,['Monica Geller'],Mad,6,19,1,24,00:17:22.750,00:17:26.127
No! There is.. there is noone else!,['Rachel Green'],Scared,6,20,1,24,00:19:39.344,00:19:43.347
"Hey, big...",['Chandler Bing'],Neutral,7,1,1,24,00:19:41.430,00:19:43.347
Shhhh!,['Joey Tribbiani'],Scared,7,2,1,24,00:19:43.557,00:19:45.725
...spender.,['Chandler Bing'],Joyful,7,3,1,24,00:19:45.934,00:19:49.437
She's still asleep.,['Joey Tribbiani'],Neutral,7,4,1,24,00:19:49.646,00:19:52.190
So how'd it go?,['Chandler Bing'],Neutral,7,5,1,24,00:19:52.399,00:19:54.358
I didn't know you had another level.,['Chandler Bing'],Neutral,7,11,1,24,00:20:08.957,00:20:12.001
I know! Neither did I!,['Joey Tribbiani'],Joyful,7,12,1,24,00:20:12.294,00:20:17.298
"Hey, great skirt! Birthday present?",['Monica Geller'],Joyful,8,1,1,24,00:20:13.629,00:20:17.298
Yeah.,['Rachel Green'],Peaceful,8,2,1,24,00:20:19.384,00:20:21.219
"Oh, from who?",['Monica Geller'],Neutral,8,3,1,24,00:20:22.846,00:20:25.765
"Oh, why?",['Monica Geller'],Scared,8,7,1,24,00:20:26.683,00:20:28.142
Who is it?,['Rachel Green'],Neutral,8,13,1,24,00:20:38.612,00:20:43.199
"It's me, Carl.",['Intercom'],Neutral,8,14,1,24,00:20:39.863,00:20:43.199
C'mon up.,['Rachel Green'],Neutral,8,15,1,24,00:20:41.281,00:20:43.199
Seven hundred bucks!,['Joey Tribbiani'],Joyful,9,1,1,24,00:20:43.408,00:20:46.369
"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",['Rachel Green'],Scared,11,1,1,24,00:21:03.178,00:21:18.943
"For God's sake, will you let it go? There's no Rachel!",['Man'],Mad,11,3,1,24,00:21:16.984,00:21:23.823
"Oh, hey, hey, I got that.",['Ross Geller'],Neutral,11,5,1,24,00:21:24.032,00:21:33.791
"Oh, thanks, sweetie.",['Julie'],Neutral,11,7,1,24,00:21:30.622,00:21:33.791
No problem. I cannot wait for you to meet my friends.,['Ross Geller'],Neutral,11,8,1,24,00:21:34.001,00:21:44.760
Really?,['Julie'],Neutral,11,9,1,24,00:21:42.342,00:21:44.760
Yeah.,['Ross Geller'],Neutral,11,10,1,24,00:21:44.970,00:21:47.513
"No, no, they will. I just... uh...",['Ross Geller'],Neutral,11,12,1,24,00:21:47.723,00:21:51.017
Can't wait.,"['Julie', 'Ross Geller']",Neutral,11,13,1,24,00:21:49.725,00:21:51.017
"Come on, they're gonna love you.",['Ross Geller'],Neutral,11,14,1,24,00:21:51.226,00:21:52.768
Oh my god. Oh my god. Excuse me. Move! Move! Emergency! Excuse me!,['Rachel Green'],Joyful,2,2,2,1,00:00:58.308,00:01:07.024
Rach!,['Ross Geller'],Joyful,2,3,2,1,00:01:01.895,00:01:05.397
"It was, it was great. Oh, what happened?",['Ross Geller'],Scared,2,5,2,1,00:01:19.829,00:01:29.338
What?,['Rachel Green'],Scared,2,6,2,1,00:01:22.999,00:01:25.793
You're bleeding.,['Ross Geller'],Scared,2,7,2,1,00:01:26.419,00:01:29.338
"I am? Oh, look at that, yes I am. Enough about me, enough about me, Mr. Back from the Orient. Come on. I wanna hear everything! Everything.",['Rachel Green'],Joyful,2,8,2,1,00:01:29.506,00:01:40.140
"Well, where do I start? This is Julie. Julie, this is Rachel.",['Ross Geller'],Joyful,2,9,2,1,00:01:41.476,00:01:48.440
"These are, these aren't for you. These are for you. Welcome to our country.",['Rachel Green'],Neutral,2,10,2,1,00:01:48.608,00:01:59.284
Thank you. I'm from New York.,['Julie'],Peaceful,2,11,2,1,00:01:51.444,00:01:56.281
"Ok, well, not a problem. We'll just use them to stop the bleeding. Ok. Baggage claim? Ok.",['Rachel Green'],Peaceful,2,12,2,1,00:02:08.211,00:02:18.512
"Hey, Rach, can I get some coffee?",['Ross Geller'],Neutral,4,2,2,1,00:04:52.375,00:04:54.960
"Yeah, sure.",['Rachel Green'],Neutral,4,3,2,1,00:04:55.128,00:04:57.546
Thank you.,['Ross Geller'],Joyful,4,4,2,1,00:04:57.714,00:04:59.840
"Hey, Rach, can I get...",['Chandler Bing'],Neutral,4,5,2,1,00:05:00.008,00:05:01.800
Did you talk to him?,['Rachel Green'],Scared,4,6,2,1,00:05:05.972,00:05:20.485
Not yet.,['Chandler Bing'],Neutral,4,7,2,1,00:05:18.318,00:05:20.485
"Then, no.",['Rachel Green'],Mad,4,8,2,1,00:05:20.653,00:05:22.362
"So what the hell happened to you in China? I mean, when last we left you, you were totally in love with, you know.",['Chandler Bing'],Neutral,4,9,2,1,00:05:22.530,00:05:42.674
"I know, I know I was, but there was always this little voice inside that kept saying it's never gonna happen, move on. You know whose voice that was?",['Ross Geller'],Mad,4,10,2,1,00:05:42.842,00:05:54.269
God?,['Chandler Bing'],Scared,4,11,2,1,00:05:45.261,00:05:47.929
"It was you, pal.",['Ross Geller'],Joyful,4,12,2,1,00:05:48.097,00:05:52.184
"Well, maybe it was God, doing me.",['Chandler Bing'],Scared,4,13,2,1,00:05:52.935,00:05:59.691
"Well, you owe me one, big guy.",['Chandler Bing'],Powerful,4,15,2,1,00:05:55.229,00:05:59.691
Here's your lemonade.,['Rachel Green'],Neutral,4,16,2,1,00:05:57.857,00:05:59.691
I didn't order lemonade.,['Ross Geller'],Neutral,4,17,2,1,00:06:01.235,00:06:05.113
"Oh. Well then, you better go take that back because they're gonna charge you for that.",['Rachel Green'],Neutral,4,18,2,1,00:06:21.589,00:06:28.929
But...,['Ross Geller'],Neutral,4,19,2,1,00:06:24.675,00:06:26.259
"Go-go-go-go, come on! So uh, what did you find out?",['Rachel Green'],Scared,4,20,2,1,00:06:26.427,00:06:33.225
How is that the silver lining?,['Rachel Green'],Mad,4,22,2,1,00:06:42.693,00:06:47.864
You have to really wanna see it.,['Chandler Bing'],Powerful,4,23,2,1,00:06:45.196,00:06:47.864
"You know, I think I was sixteen.",['Joey Tribbiani'],Joyful,6,2,2,1,00:07:10.179,00:07:14.808
"Please, just a little bit off the back.",['Monica Geller'],Joyful,6,3,2,1,00:10:25.333,00:10:33.048
"I'm still on ""no.""",['Phoebe Buffay'],Powerful,6,4,2,1,00:10:30.254,00:10:33.048
"No-no-no-no-no, I'm not fallin' for that again.",['Joey Tribbiani'],Scared,6,6,2,1,00:10:41.265,00:10:44.434
What's goin' on?,['Phoebe Buffay'],Mad,6,7,2,1,00:10:46.854,00:10:50.106
What stupid thing did you do?,['Chandler Bing'],Mad,6,9,2,1,00:10:50.274,00:10:52.067
Bon giorno tutti!,['Paulo'],Powerful,6,10,2,1,00:10:52.735,00:10:54.110
Ewww!,['Phoebe Buffay'],Powerful,6,11,2,1,00:10:54.278,00:10:55.862
"All right, that's it, I quit.",['Phoebe Buffay'],Mad,8,2,2,1,00:11:09.418,00:11:13.546
What? I didn't say anything.,['Monica Geller'],Scared,8,3,2,1,00:11:11.212,00:11:13.546
"Yeah, but this isn't the face of a person who trusts a person. Ok, this is the face of a person who, you know, doesn't trust a person.",['Phoebe Buffay'],Mad,8,4,2,1,00:13:12.583,00:13:35.396
"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.",['Monica Geller'],Sad,8,5,2,1,00:13:35.564,00:13:44.405
Would you relax? I know what I am doing. This is how he wears it.,['Phoebe Buffay'],Mad,8,6,2,1,00:13:44.573,00:13:50.870
How who wears it?,['Monica Geller'],Mad,8,7,2,1,00:13:48.244,00:13:50.870
Demi Moore.,['Phoebe Buffay'],Neutral,8,8,2,1,00:13:52.790,00:13:55.458
Demi Moore is not a he.,['Monica Geller'],Mad,8,9,2,1,00:13:55.668,00:13:58.503
"Well, he was a he in Arthur, and in Ten.",['Phoebe Buffay'],Neutral,8,10,2,1,00:13:58.712,00:14:01.422
That's Dudley Moore. I said I wanted it like Demi Moore.,['Monica Geller'],Mad,8,11,2,1,00:14:03.509,00:14:08.096
Oh. Oh!,['Phoebe Buffay'],Scared,8,12,2,1,00:14:05.302,00:14:08.096
Oh my God!,['Monica Geller'],Scared,8,13,2,1,00:14:08.264,00:14:10.974
Oh my God!,['Phoebe Buffay'],Scared,8,14,2,1,00:14:11.809,00:14:14.143
Oh my God!,['Monica Geller'],Scared,8,15,2,1,00:14:14.311,00:14:16.688
"She's the actress that was in Disclosure, Indecent Proposal, Ghost!",['Monica Geller'],Neutral,8,17,2,1,00:14:16.856,00:14:23.278
"Oh, she's got gorgeous hair.",['Phoebe Buffay'],Joyful,8,18,2,1,00:14:18.399,00:14:23.278
I know!,['Monica Geller'],Mad,8,19,2,1,00:14:23.445,00:14:25.113
Even Mary Tyler Moore would've been better.,['Monica Geller'],Mad,11,2,2,1,00:18:06.919,00:18:30.274
"I like it. I do, I think it's a Ten.",['Ross Geller'],Joyful,11,3,2,1,00:18:32.903,00:18:36.197
Thank you. My hair is very amused.,['Monica Geller'],Mad,11,4,2,1,00:18:36.365,00:18:42.578
"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.",['Chandler Bing'],Joyful,11,5,2,1,00:18:42.746,00:18:52.839
Thank you.,['Phoebe Buffay'],Joyful,11,6,2,1,00:18:45.666,00:18:48.417
"Well, I gotta go. Bye. Bye, Rach.",['Ross Geller'],Joyful,11,7,2,1,00:18:55.634,00:18:59.595
"Wait, are you leaving?",['Rachel Green'],Scared,11,8,2,1,00:18:57.427,00:18:59.595
"Yeah, that's kinda what I meant by ""bye!""",['Ross Geller'],Mad,11,9,2,1,00:18:59.763,00:19:05.518
"Well, can I talk to you for a sec?",['Rachel Green'],Scared,11,10,2,1,00:19:03.058,00:19:07.854
Okay.,['Ross Geller'],Neutral,11,11,2,1,00:19:05.686,00:19:07.854
"Hey, when the doctor does that hernia test...",['Joey Tribbiani'],Scared,11,12,2,1,00:19:08.021,00:19:14.777
That's ok.,['Chandler Bing'],Peaceful,11,13,2,1,00:19:11.650,00:19:14.777
What's goin' on?,['Ross Geller'],Scared,11,14,2,1,00:19:15.529,00:19:22.326
No. No-no-no-no.,['Rachel Green'],Powerful,11,17,2,1,00:19:20.576,00:19:22.326
Really?,['Rachel Green'],Peaceful,11,19,2,1,00:19:23.370,00:19:26.914
"You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?",['Ross Geller'],Peaceful,11,20,2,1,00:20:14.254,00:20:48.329
"No, I think that was the whole all.",['Rachel Green'],Sad,11,21,2,1,00:20:37.903,00:20:48.329
Okay. Okay. Okay.,['Ross Geller'],Joyful,11,22,2,1,00:20:45.827,00:20:48.329
"I swear to god, Dad. That's not how they measure pants.",['Joey Tribbiani'],Mad,11,23,2,1,00:21:01.134,00:21:15.481
"Oh yeah! Oh, I can do that.",['Phoebe Buffay'],Joyful,12,3,2,1,00:21:26.702,00:21:28.536
Really?,['Julie'],Joyful,12,4,2,1,00:21:28.704,00:21:31.247
You wanna do it right now?,['Phoebe Buffay'],Scared,12,5,2,1,00:21:31.415,00:21:37.586
Great!,['Julie'],Joyful,12,6,2,1,00:21:33.625,00:21:34.875
"Ok, I just wanna be really sure this time. Andie McDowell's the girl from Four Weddings and a Funeral, right?",['Phoebe Buffay'],Scared,12,7,2,1,00:21:35.460,00:21:43.342
No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from Planet of the Apes.,['Rachel Green'],Peaceful,12,8,2,1,00:21:44.428,00:21:55.354
"Oh, yeah. Ok, thank you.",['Phoebe Buffay'],Peaceful,12,9,2,1,00:21:47.556,00:21:51.392
You're welcome.,['Rachel Green'],Neutral,12,10,2,1,00:21:52.144,00:21:55.354
"Oh, is he hungry already?",['Susan Bunch'],Neutral,1,4,2,2,00:00:08.133,00:00:11.093
I guess so.,['Carol Willick'],Neutral,1,5,2,2,00:00:11.261,00:00:13.971
"You know, it's... something funny about sneakers. I'll be right back.",['Chandler Bing'],Neutral,1,6,2,2,00:00:34.701,00:00:42.458
"I gotta get one, too.",['Joey Tribbiani'],Neutral,1,7,2,2,00:00:39.414,00:00:42.458
What are you guys doing?,['Ross Geller'],Scared,1,8,2,2,00:00:42.876,00:00:45.377
We're just hanging out by the spoons. Ladle?,['Chandler Bing'],Neutral,1,9,2,2,00:00:48.048,00:00:52.676
"Look, would you guys grow up? That is the most natural beautiful thing in the world.",['Ross Geller'],Mad,1,10,2,2,00:00:50.216,00:00:59.183
"Yeah, we know, but there's a baby suckin' on it.",['Joey Tribbiani'],Neutral,1,11,2,2,00:00:59.350,00:01:02.394
Carol?,['Ross Geller'],Neutral,1,13,2,2,00:01:04.564,00:01:09.943
Carol? I was just wondering if Joey could ask you a question about breast-feeding?,['Chandler Bing'],Neutral,1,14,2,2,00:01:13.823,00:01:25.918
Sure.,['Carol Willick'],Neutral,1,15,2,2,00:01:18.495,00:01:20.621
"Uh, does it hurt?",['Joey Tribbiani'],Scared,1,16,2,2,00:01:22.248,00:01:25.918
"It did at first, but not anymore.",['Carol Willick'],Neutral,1,17,2,2,00:01:28.379,00:01:37.096
Chandler?,['Joey Tribbiani'],Neutral,1,18,2,2,00:01:31.883,00:01:33.342
"So, uh, how often can you do it?",['Chandler Bing'],Scared,1,19,2,2,00:01:37.514,00:01:43.435
As much as he needs.,['Carol Willick'],Neutral,1,20,2,2,00:01:40.141,00:01:43.435
"Ok, I got one, I got one. Uh, if he blows into one, does the other one get bigger?",['Joey Tribbiani'],Joyful,1,21,2,2,00:01:44.062,00:01:54.196
"Rachel, do you have any muffins left?",['Julie'],Neutral,2,2,2,2,00:02:44.706,00:02:47.624
"Yeah, I forget which ones.",['Rachel Green'],Neutral,2,3,2,2,00:02:47.792,00:02:49.835
No thanks.,['#ALL#'],Neutral,2,5,2,2,00:02:50.003,00:02:51.587
"Oh, you're losin' your apron here, let me get it. There you go.",['Julie'],Neutral,2,6,2,2,00:02:51.754,00:02:55.132
Thank you. What a bitch.,['Rachel Green'],Mad,2,7,2,2,00:02:53.131,00:02:55.132
"I can't, I have to take my grandmother to the vet.",['Phoebe Buffay'],Neutral,2,9,2,2,00:03:10.690,00:03:16.236
"Ok, um, I'll go with you.",['Monica Geller'],Neutral,2,10,2,2,00:03:19.616,00:03:22.993
Great.,['Julie'],Joyful,2,11,2,2,00:03:25.663,00:03:27.372
"Hi, honey.",['Ross Geller'],Joyful,2,12,2,2,00:03:28.458,00:03:31.084
"Hey, sweetums.",['Chandler Bing'],Joyful,2,13,2,2,00:03:33.421,00:03:34.546
Hello to the rest.,['Ross Geller'],Neutral,2,14,2,2,00:03:34.714,00:03:37.090
Hi!,['#ALL#'],Joyful,2,15,2,2,00:03:37.967,00:03:40.052
"It's gonna be a problem, isn't it?",['Monica Geller'],Neutral,2,17,2,2,00:04:01.115,00:04:04.451
But I'm...,['Monica Geller'],Neutral,2,19,2,2,00:04:04.619,00:04:08.747
"Yeah, uh, it's actually not that big a deal.",['Monica Geller'],Neutral,2,22,2,2,00:07:13.391,00:07:32.701
You're welcome.,['Monica Geller'],Neutral,2,24,2,2,00:07:16.686,00:07:19.187
"Woof, woof.",['Phoebe Buffay'],Neutral,2,25,2,2,00:07:28.573,00:07:32.701
Bijan for men? Bijan for men? Bijan for men? Hey Annabelle.,['Joey Tribbiani'],Joyful,3,2,2,2,00:07:32.910,00:07:39.958
Who?,['Joey Tribbiani'],Scared,3,4,2,2,00:07:34.871,00:07:36.496
